len=8   num=134 rssi=-104 lqi=0   crc=0 freq_offset=15   c=38   m=246  f=134 
len=22  num=218 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=26  
len=22  num=219 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=27  
len=22  num=219 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=27  
len=22  num=219 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=27  
len=22  num=220 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=28  
len=22  num=220 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=28  
len=22  num=220 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=28  
len=22  num=221 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=29  
len=22  num=221 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=29  
len=22  num=221 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=29  
len=22  num=222 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=30  
len=22  num=222 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=30  
len=22  num=222 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=30  
len=22  num=223 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=31  
len=22  num=223 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=31  
len=22  num=223 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=22   f=31  
len=22  num=233 rssi=-46  lqi=0   crc=1 freq_offset=-17  c=22   m=23   f=9   
len=22  num=233 rssi=-45  lqi=0   crc=1 freq_offset=-17  c=22   m=23   f=9   
len=22  num=233 rssi=-46  lqi=0   crc=1 freq_offset=-20  c=22   m=23   f=9   
len=22  num=234 rssi=-45  lqi=0   crc=1 freq_offset=-3   c=22   m=23   f=10  
len=22  num=234 rssi=-45  lqi=0   crc=1 freq_offset=-9   c=22   m=23   f=10  
len=22  num=234 rssi=-46  lqi=0   crc=1 freq_offset=-5   c=22   m=23   f=10  
len=22  num=235 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=23   f=11  
len=22  num=235 rssi=-45  lqi=0   crc=1 freq_offset=7    c=22   m=23   f=11  
len=22  num=235 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=23   f=11  
len=22  num=236 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=23   f=12  
len=236 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=23   m=12   f=22  
len=236 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=23   m=12   f=22  
len=22  num=237 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=23   f=13  
len=22  num=237 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=23   f=13  
len=22  num=237 rssi=-46  lqi=0   crc=1 freq_offset=31   c=22   m=23   f=13  
len=22  num=238 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=14  
len=22  num=238 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=14  
len=22  num=238 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=14  
len=22  num=239 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=15  
len=22  num=239 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=15  
len=22  num=239 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=15  
len=22  num=240 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=16  
len=22  num=240 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=16  
len=22  num=240 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=16  
len=22  num=241 rssi=-45  lqi=0   crc=1 freq_offset=32   c=23   m=18   f=1   
len=22  num=241 rssi=-45  lqi=0   crc=1 freq_offset=32   c=23   m=18   f=1   
len=22  num=241 rssi=-45  lqi=0   crc=1 freq_offset=32   c=23   m=18   f=1   
len=22  num=242 rssi=-45  lqi=0   crc=1 freq_offset=32   c=23   m=18   f=2   
len=22  num=242 rssi=-45  lqi=0   crc=1 freq_offset=32   c=23   m=18   f=2   
len=22  num=242 rssi=-45  lqi=0   crc=1 freq_offset=32   c=23   m=18   f=2   
len=22  num=243 rssi=-45  lqi=0   crc=1 freq_offset=32   c=23   m=18   f=3   
len=22  num=243 rssi=-45  lqi=0   crc=1 freq_offset=32   c=23   m=18   f=3   
len=22  num=243 rssi=-45  lqi=0   crc=1 freq_offset=32   c=23   m=18   f=3   
len=22  num=244 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=20  
len=22  num=244 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=20  
len=22  num=244 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=20  
len=22  num=245 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=21  
len=22  num=245 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=21  
len=22  num=245 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=21  
len=22  num=246 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=22  
len=22  num=246 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=22  
len=22  num=246 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=22  
len=22  num=247 rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=23   f=23  
len=22  num=1   rssi=-45  lqi=0   crc=1 freq_offset=4    c=22   m=24   f=1   
frameCounter=89 , PDR=34%
len=22  num=1   rssi=-45  lqi=0   crc=1 freq_offset=3    c=22   m=24   f=1   
len=22  num=1   rssi=-45  lqi=0   crc=1 freq_offset=3    c=22   m=24   f=1   
len=22  num=2   rssi=-45  lqi=0   crc=1 freq_offset=9    c=22   m=24   f=2   
len=22  num=2   rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=2   
len=22  num=2   rssi=-45  lqi=0   crc=1 freq_offset=10   c=22   m=24   f=2   
len=22  num=3   rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=3   
len=22  num=3   rssi=-46  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=3   
len=22  num=3   rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=3   
len=22  num=4   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=4   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=4   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=5   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=5   
len=22  num=5   rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=5   
len=22  num=5   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=5   
len=22  num=6   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=6   
len=22  num=6   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=6   
len=22  num=6   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=6   
len=22  num=7   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=7   
len=22  num=7   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=7   
len=22  num=7   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=7   
len=22  num=8   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=8   
len=22  num=8   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=8   
len=22  num=8   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=8   
len=22  num=9   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=9   
len=22  num=9   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=9   
len=22  num=9   rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=9   
len=22  num=10  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=10  
len=22  num=10  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=10  
len=22  num=10  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=10  
len=22  num=11  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=11  
len=22  num=11  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=11  
len=22  num=11  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=11  
len=22  num=12  rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=12  
len=22  num=12  rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=12  
len=22  num=12  rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=12  
len=22  num=32  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=25   f=0   
len=22  num=32  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=25   f=0   
len=22  num=32  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=25   f=0   
len=22  num=33  rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=25   f=1   
len=22  num=33  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=25   f=1   
len=22  num=33  rssi=-46  lqi=0   crc=1 freq_offset=32   c=22   m=25   f=1   
len=22  num=34  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=25   f=2   
len=22  num=34  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=25   f=2   
len=22  num=34  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=25   f=2   
len=22  num=123 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=123 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=123 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=124 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=124 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=124 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=125 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=125 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=125 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=126 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=126 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=126 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=127 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=127 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=127 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=128 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=128 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=128 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=129 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=129 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=129 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=130 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=130 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=130 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=131 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=131 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=131 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=132 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=132 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=132 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=133 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=133 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=133 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=134 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=134 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=134 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=135 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=135 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=135 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=136 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=136 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=136 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=137 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=137 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=137 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=138 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=138 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=138 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=139 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=139 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=139 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=140 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=140 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=140 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=141 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=141 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=141 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=142 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=142 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=142 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=143 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=143 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=143 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=144 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=144 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=144 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=145 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=145 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=145 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=146 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=146 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=146 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=147 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=147 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=147 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=148 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=148 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=148 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=149 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=149 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=149 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=150 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=150 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=150 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=151 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=151 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=151 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=152 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=152 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=152 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=153 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=153 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=153 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=154 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=154 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=154 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=155 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=155 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=155 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=156 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=156 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=156 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=157 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=157 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=157 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=158 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=158 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=158 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=159 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=159 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=159 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=160 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=160 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=160 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=161 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=161 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=161 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=162 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=162 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=162 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=163 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=163 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=163 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=164 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=164 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=164 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=165 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=165 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=165 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=166 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=166 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=166 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=167 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=167 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=167 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=168 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=168 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=168 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=169 rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=169 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=169 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=170 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=170 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=170 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=171 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=171 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=171 rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=172 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=172 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=172 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=173 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=173 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=173 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=174 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=174 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=174 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=175 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=175 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
